question_id,origin,type,prompt,correct_answer,correct_answer_latin,correct_answer_german,distractors,concept_ids,source_relation_id,relation_type,direction,evidence_status,quiz_eligible,status,generation_rule,explanation
graph_rel_00110_r,anatomy_graph,multiple_choice,Which structure is a branch of sacral plexus?,inferior gluteal nerve,nervus gluteus inferior,unterer Gesäßnerv,saphenous nerve; femoral nerve; sciatic nerve,nerve_inferior_gluteal; plexus_sacral,rel_00110,branch_of,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:reverse,inferior gluteal nerve is a branch of sacral plexus.
graph_rel_00111_f,anatomy_graph,multiple_choice,pudendal nerve is a branch of which structure?,sacral plexus,plexus sacralis,Kreuzbeingeflecht,lumbar plexus; cervical plexus; pharyngeal plexus,nerve_pudendal; plexus_sacral,rel_00111,branch_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:forward,pudendal nerve is a branch of sacral plexus.
graph_rel_00111_r,anatomy_graph,multiple_choice,Which structure is a branch of sacral plexus?,pudendal nerve,nervus pudendus,Pudendusnerv,infraorbital nerve; common fibular nerve; ophthalmic nerve (V1),nerve_pudendal; plexus_sacral,rel_00111,branch_of,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:reverse,pudendal nerve is a branch of sacral plexus.
graph_rel_00112_f,anatomy_graph,multiple_choice,recurrent laryngeal nerve is a branch of which structure?,vagus nerve (CN X),nervus vagus,Vagusnerv (X),glossopharyngeal nerve (CN IX); oculomotor nerve (CN III); facial nerve (CN VII),nerve_recurrent_laryngeal; nerve_cn_x,rel_00112,branch_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:forward,recurrent laryngeal nerve is a branch of vagus nerve (CN X).
graph_rel_00112_r,anatomy_graph,multiple_choice,Which structure is a branch of vagus nerve (CN X)?,recurrent laryngeal nerve,nervus laryngeus recurrens,rückläufiger Kehlkopfnerv,phrenic nerve; subcostal nerve; lateral plantar nerve,nerve_recurrent_laryngeal; nerve_cn_x,rel_00112,branch_of,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:reverse,recurrent laryngeal nerve is a branch of vagus nerve (CN X).
graph_rel_00113_f,anatomy_graph,multiple_choice,superior laryngeal nerve is a branch of which structure?,vagus nerve (CN X),nervus vagus,Vagusnerv (X),trochlear nerve (CN IV); facial nerve (CN VII); optic nerve (CN II),nerve_superior_laryngeal; nerve_cn_x,rel_00113,branch_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:forward,superior laryngeal nerve is a branch of vagus nerve (CN X).
graph_rel_00113_r,anatomy_graph,multiple_choice,Which structure is a branch of vagus nerve (CN X)?,superior laryngeal nerve,nervus laryngeus superior,oberer Kehlkopfnerv,phrenic nerve; medial plantar nerve; infraorbital nerve,nerve_superior_laryngeal; nerve_cn_x,rel_00113,branch_of,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:reverse,superior laryngeal nerve is a branch of vagus nerve (CN X).
graph_rel_00114_f,anatomy_graph,multiple_choice,Where is foramina of cribriform plate located?,ethmoid bone,os ethmoidale,Siebbein,occipital bone; frontal bone; parietal bone,foramen_cribriform_plate; bone_ethmoid,rel_00114,located_in,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:located_in:forward,foramina of cribriform plate is located in ethmoid bone.
graph_rel_00115_f,anatomy_graph,multiple_choice,Where is carotid canal located?,temporal bone,os temporale,Schläfenbein,palatine bone; occipital bone; parietal bone,canal_carotid; bone_temporal,rel_00115,located_in,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:located_in:forward,carotid canal is located in temporal bone.
graph_rel_00116_f,anatomy_graph,multiple_choice,Where is internal acoustic meatus located?,temporal bone,os temporale,Schläfenbein,sphenoid bone; parietal bone; maxilla,meatus_internal_acoustic; bone_temporal,rel_00116,located_in,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:located_in:forward,internal acoustic meatus is located in temporal bone.
graph_rel_00117_f,anatomy_graph,multiple_choice,Where is stylomastoid foramen located?,temporal bone,os temporale,Schläfenbein,sphenoid bone; palatine bone; parietal bone,foramen_stylomastoid; bone_temporal,rel_00117,located_in,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:located_in:forward,stylomastoid foramen is located in temporal bone.
graph_rel_00118_f,anatomy_graph,multiple_choice,Where is infraorbital foramen located?,maxilla,maxilla,Oberkiefer,frontal bone; ethmoid bone; palatine bone,foramen_infraorbital; bone_maxilla,rel_00118,located_in,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:located_in:forward,infraorbital foramen is located in maxilla.
graph_rel_00119_f,anatomy_graph,multiple_choice,Where is mental foramen located?,mandible,mandibula,Unterkiefer,parietal bone; ethmoid bone; temporal bone,foramen_mental; bone_mandible,rel_00119,located_in,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:located_in:forward,mental foramen is located in mandible.
graph_rel_0012_f,anatomy_graph,multiple_choice,Which structure is produced by the bifurcation of brachial artery?,ulnar artery,arteria ulnaris,Ellenarterie,subclavian artery; posterior circumflex humeral artery; deep artery of arm,artery_brachial; artery_ulnar,rel_0012,bifurcates_into,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:bifurcates_into:forward,brachial artery bifurcates into ulnar artery.
graph_rel_00120_f,anatomy_graph,multiple_choice,Where is mandibular foramen located?,mandible,mandibula,Unterkiefer,occipital bone; parietal bone; maxilla,foramen_mandibular; bone_mandible,rel_00120,located_in,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:located_in:forward,mandibular foramen is located in mandible.
graph_rel_00121_f,anatomy_graph,multiple_choice,Where is greater palatine foramen located?,palatine bone,os palatinum,Gaumenbein,occipital bone; temporal bone; ethmoid bone,foramen_greater_palatine; bone_palatine,rel_00121,located_in,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:located_in:forward,greater palatine foramen is located in palatine bone.
graph_rel_00122_f,anatomy_graph,multiple_choice,Where is lesser palatine foramina located?,palatine bone,os palatinum,Gaumenbein,parietal bone; mandible; ethmoid bone,foramen_lesser_palatine; bone_palatine,rel_00122,located_in,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:located_in:forward,lesser palatine foramina is located in palatine bone.
graph_rel_00123_f,anatomy_graph,multiple_choice,Through which structure does olfactory nerve (CN I) pass?,foramina of cribriform plate,foramina laminae cribrosae,Siebbeinlöcher,infraorbital foramen; mandibular foramen; stylomastoid foramen,nerve_cn_i; foramen_cribriform_plate,rel_00123,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,olfactory nerve (CN I) passes through foramina of cribriform plate.
graph_rel_00123_r,anatomy_graph,multiple_choice,Which structure passes through foramina of cribriform plate?,olfactory nerve (CN I),nervus olfactorius,Riechnerv (I),facial nerve (CN VII); oculomotor nerve (CN III); optic nerve (CN II),nerve_cn_i; foramen_cribriform_plate,rel_00123,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,olfactory nerve (CN I) passes through foramina of cribriform plate.
graph_rel_00124_f,anatomy_graph,multiple_choice,Through which structure does internal carotid artery pass?,carotid canal,canalis caroticus,Karotiskanal,hypoglossal canal; internal acoustic meatus; optic canal,artery_internal_carotid; canal_carotid,rel_00124,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,internal carotid artery passes through carotid canal.
graph_rel_00124_r,anatomy_graph,multiple_choice,Which structure passes through carotid canal?,internal carotid artery,arteria carotis interna,innere Halsschlagader,vertebral artery; ascending cervical artery; ascending pharyngeal artery,artery_internal_carotid; canal_carotid,rel_00124,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,internal carotid artery passes through carotid canal.
graph_rel_00125_f,anatomy_graph,multiple_choice,Through which structure does facial nerve (CN VII) pass?,internal acoustic meatus,meatus acusticus internus,innerer Gehörgang,carotid canal; optic canal; hypoglossal canal,nerve_cn_vii; meatus_internal_acoustic,rel_00125,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,facial nerve (CN VII) passes through internal acoustic meatus.
graph_rel_00125_r,anatomy_graph,multiple_choice,Which structure passes through internal acoustic meatus?,facial nerve (CN VII),nervus facialis,Gesichtsnerv (VII),hypoglossal nerve (CN XII); oculomotor nerve (CN III); trochlear nerve (CN IV),nerve_cn_vii; meatus_internal_acoustic,rel_00125,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,facial nerve (CN VII) passes through internal acoustic meatus.
graph_rel_00126_f,anatomy_graph,multiple_choice,Through which structure does vestibulocochlear nerve (CN VIII) pass?,internal acoustic meatus,meatus acusticus internus,innerer Gehörgang,carotid canal; hypoglossal canal; optic canal,nerve_cn_viii; meatus_internal_acoustic,rel_00126,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,vestibulocochlear nerve (CN VIII) passes through internal acoustic meatus.
graph_rel_00126_r,anatomy_graph,multiple_choice,Which structure passes through internal acoustic meatus?,vestibulocochlear nerve (CN VIII),nervus vestibulocochlearis,Hör- und Gleichgewichtsnerv (VIII),abducens nerve (CN VI); hypoglossal nerve (CN XII); olfactory nerve (CN I),nerve_cn_viii; meatus_internal_acoustic,rel_00126,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,vestibulocochlear nerve (CN VIII) passes through internal acoustic meatus.
graph_rel_00127_f,anatomy_graph,multiple_choice,Through which structure does facial nerve (CN VII) pass?,stylomastoid foramen,foramen stylomastoideum,Griffelfortsatz-Warzenfortsatz-Loch,foramen lacerum; foramen magnum; foramen rotundum,nerve_cn_vii; foramen_stylomastoid,rel_00127,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,facial nerve (CN VII) passes through stylomastoid foramen.
graph_rel_00127_r,anatomy_graph,multiple_choice,Which structure passes through stylomastoid foramen?,facial nerve (CN VII),nervus facialis,Gesichtsnerv (VII),optic nerve (CN II); oculomotor nerve (CN III); trochlear nerve (CN IV),nerve_cn_vii; foramen_stylomastoid,rel_00127,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,facial nerve (CN VII) passes through stylomastoid foramen.
graph_rel_0013_f,anatomy_graph,multiple_choice,Which structure is produced by the bifurcation of common iliac artery?,internal iliac artery,arteria iliaca interna,innere Darmbeinarterie,obturator artery; gonadal artery; inferior gluteal artery,artery_common_iliac; artery_internal_iliac,rel_0013,bifurcates_into,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:bifurcates_into:forward,common iliac artery bifurcates into internal iliac artery.
graph_rel_00131_f,anatomy_graph,typing,Through which structure does maxillary artery pass?,pterygomaxillary fissure,fissura pterygomaxillaris,Flügelkiefer-Spalte,,artery_maxillary; fissure_pterygomaxillary,rel_00131,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,maxillary artery passes through pterygomaxillary fissure.
graph_rel_00131_r,anatomy_graph,multiple_choice,Which structure passes through pterygomaxillary fissure?,maxillary artery,arteria maxillaris,Oberkieferarterie,facial artery; external carotid artery; superficial temporal artery,artery_maxillary; fissure_pterygomaxillary,rel_00131,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,maxillary artery passes through pterygomaxillary fissure.
graph_rel_00132_f,anatomy_graph,multiple_choice,Where is brachial artery located?,cubital fossa,fossa cubitalis,Ellenbeuge,quadrangular space; carpal tunnel; adductor canal,artery_brachial; space_cubital_fossa,rel_00132,located_in,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:located_in:forward,brachial artery is located in cubital fossa.
graph_rel_00133_f,anatomy_graph,multiple_choice,Where is median nerve located?,cubital fossa,fossa cubitalis,Ellenbeuge,carpal tunnel; quadrangular space; femoral triangle,nerve_median; space_cubital_fossa,rel_00133,located_in,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:located_in:forward,median nerve is located in cubital fossa.
