id,statement_en,statement_sk,true_or_false,reasoning_en,reasoning_sk
id_0227,osmotic pressure depends on the number of liquid molecules,,FALSE,"Incorrect as stated because equilibrium potential for an ion depends on its concentration gradient across the membrane, described by the Nernst equation.",
id_0228,osmotic pressure depends on the volume of solution,,TRUE,,
id_0229,osmotic pressure depends on the number of dissolved molecules,,FALSE,Incorrect as stated because facilitated diffusion is saturable due to limited carrier proteins.,
id_0230,the glucose symport employs the concentration gradient of sodium ions in order to transport glucose molecules into the cell against the glucose concentration gradient,,TRUE,,
id_0231,the glucose symport employs the concentration gradient of potassium ions in order to transport glucose molecules into the cell against the glucose concentration gradient,,FALSE,Incorrect as stated because simple diffusion rate increases proportionally with concentration gradient and membrane permeability.,
id_0232,co-transports are active mechanisms of transport of molecules through the membrane utilizing the energy directly from ATP molecules,,TRUE,,
id_0233,hydrolysis of ATP usually accomp anies active transports,,FALSE,"Incorrect as stated because transport maximum (Tm) reflects saturation of carrier-mediated transport, not simple diffusion.",
id_0234,exocytosis is an active transport mechanism,,TRUE,,
id_0235,exocytosis is apassive transport mechanism,,TRUE,,
id_0236,"at synapses, release of mediator molecules is performed by exocytosis",,FALSE,"Incorrect as stated because membrane permeability varies depending on lipid solubility, size, and charge of molecules.",
id_0237,cell membrane contains either channels for Na+ or forK+,,TRUE,,
id_0238,cell membrane contains channels for both Na+ andK+,,FALSE,"Incorrect as stated because glucose transport in many cells occurs via facilitated diffusion (GLUT transporters), not simple diffusion.",
id_0239,Na+-K+ ATP -ase is the enzyme placed within intracellular membranes,,TRUE,,
id_0240,Na+-K+ ATP -ase is the enzyme placed within (at) cellular membranes,,TRUE,,
id_0241,Na+-K+ ATP -ase performs active transport of Na+ out of the cell andK+ into the cell,,FALSE,Incorrect as stated because aquaporins facilitate rapid water movement; absence of channels reduces water permeability.,
id_0242,Na+-K+ ATP -ase performs active transport ofK+ out of the cell and Na+ into the cell,,TRUE,,
id_0243,the Natrium -Potas sium pump requires ADP molecules to operate (to work),,FALSE,"Incorrect as stated because resting membrane potential results mainly fromK⁺ permeability and Na⁺/K⁺ pump activity, not equal permeability to all ions.",
id_0244,the Natrium -Potas sium pump requires action potential for its activation,,TRUE,,
id_0245,the Natrium -Potassium pump requires ATP molecules to operate (to work),,TRUE,,
id_0246,the Natrium -Potassium pump does not require action potential for its activation,,FALSE,"Incorrect as stated because membrane potential depends on relative permeabilities of ions, described by the Goldman-Hodgkin-Katz equation.",
id_0247,filtration is apassive transport through membrane sfollowing the electrochemical gradient,,TRUE,,
id_0248,filtration is apassive transport of ions through cell membrane sfollowing the gradient of concentration,,TRUE,,
id_0249,filtration is an active transport through membrane sfollowing the electrochemical gradient,,FALSE,"Incorrect as stated because depolarization decreases the magnitude of membrane potential (makes it less negative), not increases it.",
id_0250,filtration is an active transport of ions through cell membrane sfollowing the gradient of concentration,,TRUE,,
id_0251,"passive and active transports (through the membrane) require adelivery of free energy from the molecules of ATP 4) Resting membrane potential, action potential",,FALSE,Incorrect because only active transport requires ATP; passive transport occurs down electrochemical gradients without energy input.,
id_0252,any change of membrane potential represents an action potential,,FALSE,Incorrect because graded potentials and small fluctuations do not reach threshold and therefore do not produce action potentials.,
id_0253,any change of membrane potential does not lead to action potential,,TRUE,,
id_0254,membrane potential rises (shifts to positive values) during the hyperpolarization phase of action potential,,FALSE,Incorrect because hyperpolarization makes the membrane potential more negative than the resting level.,
id_0255,membrane potential decreases under the level of resting membrane potential during the hyperpolarization phase of action potential,,TRUE,,
id_0256,membrane potential shifts to 0 mV during the hyperpolarization phase of action potential,,FALSE,"Incorrect because hyperpolarization drives the potential below resting level, not toward 0 mV.",
id_0257,membrane potential exceeds the threshold during the hyperpolarization phase of action potential,,FALSE,"Incorrect because threshold is exceeded during depolarization, not hyperpolarization.",
id_0258,membrane potential rises (shifts to positive values) during the depolarization phase of action potential,,TRUE,,
id_0259,membrane potential decreases (shifts to negative values) during the depolarization phase of action potential,,FALSE,Incorrect because depolarization shifts membrane potential toward positive values.,
id_0260,action potential of neuron is approx. -70 V,,FALSE,"Incorrect because neuronal membrane potentials are in millivolts, not volts; -70 Vis physiologically impossible.",
id_0261,action potential of neuron is approx . -70 μV,,FALSE,"Incorrect because neuronal membrane potentials are approximately -70 mV, not microvolts.",
id_0262,action potential of neuron is approx . -70 mV,,TRUE,,
id_0263,action potencial is kind of general electric event of „irritable“ tissues,,TRUE,,
id_0264,action potencial is kind of general electric event of each living cell,,FALSE,Incorrect because only excitable cells generate action potentials.,
id_0265,action potential sdo not occur on non -myelinated nerve fibers,,FALSE,Incorrect because non-myelinated fibers conduct action potentials via continuous propagation.,
id_0266,action potential soccur on non -myelinated nerve fibers,,TRUE,,
id_0267,the general law (principle) “all or no thing “ does not apply to conduction along nerve fibers,,FALSE,Incorrect because the all-or-none principle applies to action potentials once threshold is reached.,
id_0268,the general law (principle) “all or no thing“ applies to conduction along nerve fibers,,TRUE,,
id_0269,the Na+-K+ ATP -ase reniews (and maintains) resting membrane potential,,TRUE,,
id_0270,the Na+-K+ ATP -ase gives rise to action potential,,FALSE,"Incorrect because action potentials result from voltage-gated ion channel activity, not direct ATPase action.",
id_0271,resting membrane potential is potencial difference measured between the inside and the outside of the cell,,TRUE,,
id_0272,intracellular space sof cell sare charged negativelly compared to extr acellular ones,,TRUE,,
id_0273,intracellular space sof cell sare charged positively compar ed to extracellular ones,,FALSE,Incorrect because intracellular space is negative relative to extracellular at rest.,
id_0274,resting membrane potencial is caused by 10 – 30 fold hi gher concentration of extracellular ions inside the cell,,FALSE,"Incorrect because resting potential results mainly from higher intracellularK⁺ and selective permeability, not higher extracellular ions inside.",
id_0275,resting membrane potencial is caused by 10 – 30 fold higher concentration of intracellular ions within the extracellular space,,FALSE,"Incorrect because resting potential arises from unequal distribution of ions and membrane permeability, not reversed concentration gradients.",
id_0276,resting membrane potential results from higher concentration of di valent cations within the extracellular space,,FALSE,"Incorrect because resting potential depends primarily onK⁺ gradient and permeability, not specifically divalent cations.",
id_0277,resting membrane potential results from higher concentration of divalent cations within the intracellular space,,FALSE,Incorrect because intracellular divalent cation concentration does not primarily determine resting potential.,
id_0278,action potential usually results from an abrupt and massive influx of Na+ ions into the cell ( natrium influx),,TRUE,,
id_0279,action potential results from efflux ofK+ ions from the cell,,FALSE,Incorrect because depolarization phase is driven mainly by Na⁺ influx; K⁺ efflux mediates repolarization.,
